用户id,0,1,2,3,4,5,6,7,8
7401448497,888,0,2,3,1,3,2,1,1
7403863600,116,0,0,0,0,0,0,0,1
7407630237,314,2,0,2,0,0,0,0,3
7407734770,173,1,0,0,0,0,0,0,0
7414072861,630,15,2,3,0,1,0,0,2
7415187545,130,0,0,1,0,0,1,0,0
7415212752,433,1,0,2,0,2,0,1,2
7416014183,141,0,0,2,0,0,0,0,0
7421816782,287,1,0,1,0,0,0,1,0
7435343643,644,0,0,4,0,0,0,2,0
7435415699,582,16,1,6,0,0,1,1,1
7441510268,114,0,0,0,0,0,0,0,1
7455380068,279,2,1,1,0,0,0,0,0
7455475587,108,0,0,0,0,0,0,0,1
7467495596,62,1,0,0,0,0,0,0,1
7469020322,576,1,0,2,0,0,0,0,1
7470080567,256,3,0,1,0,1,0,2,2
7476554956,846,7,3,3,0,3,0,0,2
7491221311,150,0,1,1,1,1,0,0,2
7497939030,499,3,1,2,0,0,0,3,1
7506818793,215,2,0,4,0,1,0,1,0
7513621680,410,6,2,1,0,0,0,0,0
7516085017,421,1,1,1,0,1,1,0,1
7536244107,135,0,1,1,0,0,0,0,0
7537925372,97,1,0,0,0,0,0,0,1
7542174619,297,1,1,0,0,1,0,0,0
7549355573,202,1,0,1,0,0,0,0,1
7552641853,109,0,1,0,0,0,0,0,0
7562156808,205,7,1,1,0,0,0,0,0
7566403736,128,1,0,1,0,0,0,0,0
7577089471,209,1,1,1,0,0,0,0,0
7577194813,214,5,3,3,0,0,0,0,1
7580946740,187,1,0,0,0,0,0,0,2
7596620342,616,2,0,2,0,0,0,1,2
7601518468,205,2,2,4,0,3,1,1,1
7623115179,331,4,0,1,0,0,0,2,1
7626180178,688,0,0,1,0,0,0,0,1
7636804942,466,5,2,1,0,0,0,1,0
7638840626,289,1,0,3,0,2,0,0,0
7649177816,106,0,0,0,0,0,0,0,1
7649804967,168,0,1,0,0,0,0,0,0
7677435428,124,0,0,1,0,0,0,0,0
7682654624,122,1,0,0,0,0,0,1,0
7692261145,86,0,0,1,0,0,0,0,0
7710424676,165,3,0,1,0,0,0,1,1
7721433770,533,0,0,0,0,0,0,0,1
7724291390,254,4,1,2,1,0,0,0,2
7733901720,131,0,0,2,0,0,0,0,0
7736764980,280,7,0,0,0,0,0,1,1
7739819651,110,1,0,0,0,0,0,0,2
7741560946,133,0,0,1,0,0,0,0,0
7747210324,17,0,1,2,0,0,0,0,0
7749692209,155,0,1,2,0,1,0,0,0
7763652035,40,0,0,0,0,0,0,1,1
7769554787,142,1,1,1,0,0,0,0,1
7775912308,242,0,0,1,0,0,0,0,0
7782211116,44,0,0,1,0,0,0,0,0
7786617167,57,2,0,0,0,0,0,0,0
7788495626,109,6,2,3,0,0,0,0,1
7793602638,114,2,0,2,0,0,0,0,1
7799689600,327,0,0,0,0,1,0,1,0
7804930135,777,0,0,1,0,0,0,0,4
7809137197,393,2,0,5,0,12,0,0,3
7819072046,279,1,0,5,0,0,0,0,0
